Material_x,Cast_code,Temp,PS02,UTS,Elong,RofA,C,Cr,Co,Al,Ti,Mo,W,Nb,Fe,B,V,Ni,Si,Mn,Cu,S,P,N,NbTa
7,45,802.328555915572,121.562739312656,206.480600759068,80.2598214130702,85.2059209776004,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,812.289199234397,120.454070983747,204.065536433175,80.5152132404614,84.9386338083403,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,806.4161586423,121.052028192057,204.879811642859,81.3083990448653,86.4175560959921,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,823.554937275754,118.560783332141,200.276409770734,82.1906396036756,86.5577772336502,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,804.446362551897,121.25899299118,204.588170488916,81.8660778330127,86.8573753229537,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,791.294177867427,123.421869190099,207.797686308183,80.7579426109381,86.0719918738507,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,798.095332233475,122.379207894862,205.587569684234,81.2368553379714,85.8469753784721,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,800.990744111691,121.988730503581,206.415362445044,80.7812833533466,85.9990508157475,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,798.032392456723,122.163101321404,207.231541161821,80.3527758643596,85.3414092563812,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,796.339167450923,122.856624202122,205.602709243344,81.9580032919693,87.3139100143452,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,809.613845367069,120.845179102645,203.065205832577,81.9508218508959,86.5302352364409,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,797.675646822375,121.711276508387,206.694642082227,81.2926476655632,86.4316121531649,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,805.359193715653,121.233772805035,205.383705317723,80.5463649176007,85.2501938145811,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,812.644071830014,119.992567922366,204.346959043629,80.271352944421,84.8755861517142,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,797.497979484419,122.518080917711,207.146486796053,80.6271772713039,86.2482105618115,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,805.330099684106,121.399263650677,203.939412712254,81.5678286033673,86.2635508361354,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,791.974279061882,123.525911002937,205.630979570724,82.5190513536633,87.9385326557308,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,785.168416278711,123.983899727587,209.505101445089,80.7058584686542,86.1812187458896,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,803.479423516378,121.394413835966,205.471206844167,80.8595142036141,85.8418743727569,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,804.632934488076,121.095160710923,204.045901762986,81.7956063472343,86.724899533441,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,807.564771152436,120.688393695172,205.736733764654,80.0820422915775,84.5824629186142,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,787.946510455659,123.786334663045,210.031073129634,79.4127261966341,84.7271431042157,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,817.181333027001,119.222237674248,202.209493012171,81.6842430150808,86.3028327399423,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,794.128006983645,122.96576098836,208.213117519504,79.7348932685875,84.5355240490848,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,792.156729945781,123.146118402144,207.292012287819,80.9076184559914,86.6023424183453,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,796.509806116212,122.556730985529,206.411243976163,80.8278342744537,85.8181858741692,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,799.742043955916,121.801619059249,206.240398942293,80.8737461306851,85.6184444744215,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,799.418390556192,122.210198862743,205.186582347787,81.804175950108,86.7142179098024,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,804.665293144786,121.509401141093,205.647153760405,80.230651641246,84.8143390581672,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,817.58263738848,119.940581103048,202.123702771773,81.0796596331825,85.2613170223372,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,803.205007677663,121.745533678768,203.762975604067,82.2539067547099,87.4426405045301,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,812.253865797488,120.248379525101,203.573413963689,80.9293692983658,85.4470142964698,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,810.675224608328,120.756155862993,202.498213161379,81.8972767932874,86.232201766042,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,804.609059615339,121.744643026201,204.753126825775,80.680119133627,85.3379608348945,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,810.414674397357,120.17504289981,204.68407604894,80.5098311567014,85.0249150840328,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,796.311720200049,122.202743588246,208.832881309566,79.6938253076682,84.9529560152597,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,803.31948372565,121.31043736032,205.206347518025,81.2041315275344,86.0515502267779,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,791.376646741698,123.342096114737,207.192387881577,81.1689482234819,86.4153728878634,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,798.813851355414,122.374401526884,206.711422197265,80.4496006297864,85.3972671871754,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,798.177615992061,122.16505066442,205.965525839934,81.5420394052574,86.8350610077202,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,811.086870666108,120.30355781743,203.846192475203,80.9467706284479,85.9087452478484,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,789.558431417286,123.775933728557,208.989180520204,79.8848877136559,84.780707138499,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,814.90956354681,120.20294807848,200.709606070443,82.9308070016838,87.6507915959688,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,806.74468080061,121.258782806258,205.140927016111,80.3751452969967,85.0640168649103,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,798.139914322569,122.040202838758,207.352106289113,80.4709239861412,85.65069794969,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,794.678621738345,123.082420984505,206.791532541254,81.0417247672601,86.2109816574275,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,791.856991226663,123.28899396335,207.685889835952,80.9696006177563,86.0850315633006,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,808.414372771961,120.668470111893,205.456975437219,80.0003651320723,84.2300230448699,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,804.496366975831,122.010936469565,203.167637304046,82.3820754870435,87.0588983941188,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,806.541300355258,120.855568080009,204.145594581109,81.7691560830943,86.8218075806694,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,792.421447404107,123.190711331222,207.425661447767,80.8142031652039,85.7262543147798,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,786.89139747796,123.963965225246,208.301663807221,81.0558586020075,86.0521171486166,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,811.754546060394,120.435874392247,201.719282290177,82.3262127933136,87.1002088266416,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,801.217382000822,121.365977271239,206.347484629372,80.8434694398533,85.9120301239957,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,792.565132565201,123.227414149097,208.37561150533,80.0839859156507,85.15848427037,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,804.037054948966,121.392940877918,205.30842669509,80.8681255152414,85.6406151441907,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,800.530345091375,122.308116821283,206.32642454259,80.4958033270079,85.6747534575835,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,821.113000920079,118.982714196046,200.547648092083,82.0756212658658,86.6324431732172,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,805.4388566812,121.281109175286,203.897561668464,81.6110080375969,86.7472683973715,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,794.129946971777,122.928759691973,208.253652302353,79.9458634819115,85.1727751637082,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,804.906457382614,121.130152180012,205.777604575952,80.6341673702417,85.7926865209626,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,804.806537400268,121.660213182859,203.870136899275,81.9468020296731,86.5514119363262,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,794.427124730703,123.258706352003,207.177531876863,80.5414323517073,85.6139486284029,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,784.499158291652,124.496727419475,208.724682774609,81.1753536074291,86.6937603393283,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,794.371990570729,122.671632922043,207.117268183798,81.1009135403329,86.2337804977096,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,802.143157602602,122.17485991053,204.199469149786,81.527950467716,86.5229186656156,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,793.009211866542,122.024619598679,208.562956851136,80.359516274755,85.4414689093203,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,798.80409408296,122.409633415228,206.169717451021,80.6837258208573,85.7144848067014,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,802.708417224603,121.628144605897,205.785306809324,80.7781999454659,85.5590266864299,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,791.939301038261,122.867717775705,207.618104925026,80.9423366349721,86.1550815133049,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,793.016832084798,122.757901385497,208.001800383692,80.76708342538,85.9936022207759,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,796.003488532201,122.526432027567,207.688055805404,80.4503061092521,85.7235642625903,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,787.024779015463,123.659663327705,209.230290126047,80.602849343628,85.9807916836704,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,790.759910814946,123.820371371226,207.86934183944,80.3712851225872,85.1859937522024,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,802.327453228347,122.190698222709,203.909596999096,81.7007037504236,86.7572389481018,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,800.381419850963,121.460658066602,205.215445549949,81.5206911169747,86.3933540003883,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,798.012186597573,122.180378502063,207.585645769523,80.1808945683608,85.5640517923613,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,806.576366435962,120.736774288703,204.473446747299,81.5792892927544,86.4883212284883,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,813.610191605908,120.10479772904,203.468820187722,80.9309189376012,85.5646174223215,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,806.754329344544,120.750259713649,204.231039095618,81.8910598500626,87.0291511614361,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,792.436747680446,123.112868049872,207.161992409895,81.2837304808092,86.2937803369409,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,807.58367357888,120.582268590383,206.884203079369,79.1932278189402,84.1433943828799,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,797.893398050411,122.309309992225,207.213200078932,80.1510637542752,84.9987212526597,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,806.966418915107,120.531990345901,204.438985231218,81.5005768496708,86.5998189388941,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,790.461170940882,123.125806777715,208.832798713107,80.2839179850763,85.6919370218263,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,799.433705264308,122.201776266215,204.802882431763,81.9866196905588,87.0844260822416,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,822.474702330589,118.496339112441,200.782765310479,82.2386480036352,87.2185068527388,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,793.125099418239,123.001337339629,207.820307768234,80.6618828704678,85.8241247405621,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,801.637744279838,121.91858478015,205.074548014425,81.7292903237541,86.8954707168636,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,789.396029630268,123.933301825227,209.228701053155,80.140141935059,85.6253624026045,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,800.042657015508,121.418429308337,207.319593471163,80.5503911759385,85.4928306274323,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,809.764110407852,120.785585145993,203.663984958557,81.1702613125929,85.9424123296886,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,790.888167973402,122.706316339913,207.702027410827,81.2344160193834,86.7278582480399,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
